,tweets,sentiment,tidy_tweets,absolute_tidy_tweets,key_phrases
1861,@hxllswraith es ist komplett auf disney plus. du kannst meinen account haben wenn du magst.,pos,@hxllswraith es ist komplett auf disney plus. du kannst meinen account haben wenn du magst.,hxllswraith e ist komplett auf disney plus du kannst meinen account haben wenn du magst,['du kannst meinen account haben wenn du magst']
1862,"RT @OCamundongo: Por onde anda? 🤨

A série Pixar na Vida Real teria 12 episódios, mas só 11 foram lançados pelo Disney Plus.

Falta o episó…",pos,"Por onde anda? 🤨 A série Pixar na Vidaeal teria 12 episódios, mas só 11 foram lançados pelo Disney Plus. Falta o episó…",Por onde anda A srie Pixar na Vidaeal teria episdios ma foram lanados pelo Disney Plus Falta epi,"['por onde anda', '🤨 série pixar', 'vidaeal teria 12 episódios', 'mas só 11 foram lançados pelo disney plus', 'falta']"
1863,"RT @Fenrirs_Chosen: Am I the only one kinda upset that Iron Heart is going to be animated, while all of the other major disney plus shows a…",neg,"Am I the only one kinda upset that Iron Heart is going to be animated, while all of the other major disney plus shows a…",Am I one kinda upset Iron Heart going animated major disney plus show,"['am', 'iron heart', 'other major disney']"
1864,RT @seanpaune: … does anyone want to explain the math of a Disney Plus release to him?,pos,… does anyone want to explain the math of a Disney Plus release to him?,anyone want explain math Disney Plus release,['disney plus release']
1865,"Disney+ | 🇺🇸 
Outros destaques de agosto no Disney Plus dos EUA:
➕ Sobrevivendo no Alasca (T1-2)
➕ Os Vídeos Mais D… https://t.co/ls2vKil7D9",pos,Disney+ | 🇺🇸 Outros destaques de agosto no Disney Plus dos EUA: ➕ Sobrevivendo no Alasca (T1-2) ➕ Os Vídeos Mais D…,Disney Outros destaques de agosto Disney Plus do EUA Sobrevivendo Alasca T Os Vdeos Mais D,"['disney', '| 🇺🇸 outros destaques de agosto', 'disney plus dos eua', '➕ sobrevivendo', 'alasca', 't1-2', '➕ os vídeos mais d…']"
1866,@JedWagman WHAT?! Why are people searching Disney Plus on Amazon Prime??,pos,@JedWagman WHAT?! Why are people searching Disney Plus on Amazon Prime??,JedWagman WHAT Why people searching Disney Plus Amazon Prime,"['people searching disney plus', 'amazon prime']"
1867,#Loki takes the title for best Disney Plus MCU show by a mile. Fantastic from start to finish.,pos,#Loki takes the title for best Disney Plus MCU show by a mile. Fantastic from start to finish.,take title best Disney Plus MCU show mile Fantastic start finish,['disney plus mcu show']
1868,Disney channel plus is just to get more ratings on Disney channel and now you're charging people for money to watch… https://t.co/z1AnF7JIkq,pos,Disney channel plus is just to get more ratings on Disney channel and now you're charging people for money to watch…,Disney channel plus get rating Disney channel youre charging people money watch,"['disney channel', 'disney channel']"
1869,"Preparar o bolso para assinar o Star Plus. 

https://t.co/kZ9X6KPjW7",pos,Preparar o bolso para assinar o Star Plus.,Preparar bolso para assinar Star Plus,"['preparar', 'bolso para assinar', 'star plus']"
1870,"@samuelpjordan @iamAlexHowell Yes. Dedicate some time to it. Also, don’t do it chronologically. If you’re using Dis… https://t.co/NA8bNNG12d",pos,"@samuelpjordan @iamAlexHowell Yes. Dedicate some time to it. Also, don’t do it chronologically. If you’re using Dis…",samuelpjordan iamAlexHowell Yes Dedicate time Also dont chronologically If youre using Dis,"['’ t', '’ re', 'dis…']"
1871,"Nuevos posters individuales de #JungleCruise, la nueva cinta inspirada en una popular atracción de Disneyland que p… https://t.co/Wld9zDtWiC",pos,"Nuevos posters individuales de #JungleCruise, la nueva cinta inspirada en una popular atracción de Disneyland que p…",Nuevos poster individuales de la nueva cinta inspirada en una popular atraccin de Disneyland que p,"['nuevos posters individuales de la nueva cinta inspirada', 'una popular atracción de disneyland que p…']"
1872,"Nuevos posters individuales de #JungleCruise, la nueva cinta inspirada en una popular atracción de Disneyland que p… https://t.co/0WBaA4Fvmz",pos,"Nuevos posters individuales de #JungleCruise, la nueva cinta inspirada en una popular atracción de Disneyland que p…",Nuevos poster individuales de la nueva cinta inspirada en una popular atraccin de Disneyland que p,"['nuevos posters individuales de la nueva cinta inspirada', 'una popular atracción de disneyland que p…']"
1873,"Nuevos posters individuales de #JungleCruise, la nueva cinta inspirada en una popular atracción de Disneyland que p… https://t.co/O7C1L1KQ9u",pos,"Nuevos posters individuales de #JungleCruise, la nueva cinta inspirada en una popular atracción de Disneyland que p…",Nuevos poster individuales de la nueva cinta inspirada en una popular atraccin de Disneyland que p,"['nuevos posters individuales de la nueva cinta inspirada', 'una popular atracción de disneyland que p…']"
1874,"@SkyBluesBrasil Star Plus e DAZN.
Disney tem 8 jogos por rodada e o DAZN 2.
Mas como City tem muito apelo, os jogos… https://t.co/DejHLtIg17",pos,"@SkyBluesBrasil Star Plus e DAZN. Disney tem 8 jogos por rodada e o DAZN 2. Mas como City tem muito apelo, os jogos…",SkyBluesBrasil Star Plus e DAZN Disney tem jogos por rodada e DAZN Mas como City tem muito apelo o jogos,"['skybluesbrasil star plus e dazn', 'disney tem 8 jogos por rodada e', 'mas como city tem muito apelo', 'os jogos…']"
1875,Sin contar sin Disney Plus UF https://t.co/VP8jfqyBYP,pos,Sin contar sin Disney Plus UF,Sin contar sin Disney Plus UF,['sin contar sin disney plus uf']
1876,Darkwing Duck on Disney Plus?,pos,Darkwing Duck on Disney Plus?,Darkwing Duck Disney Plus,"['darkwing duck', 'disney plus']"
1877,I need a Disney Plus account to watch #LokiFinale,pos,I need a Disney Plus account to watch #LokiFinale,I need Disney Plus account watch,['disney plus account']
1878,"RT @Daily_Express: What happened at the end of #LOKI? Ending explained

https://t.co/tU2wbck3zZ",pos,What happened at the end of #LOKI? Ending explained,What happened end Ending explained,[]
1879,"@Mateus_Nunes_RJ mas é seriado sim, tá na disney plus kkk começou esses dias, tem 2 episódios",pos,"@Mateus_Nunes_J mas é seriado sim, tá na disney plus kkk começou esses dias, tem 2 episódios",MateusNunesJ ma seriado sim na disney plus kkk comeou es dia tem episdios,"['mateus_nunes_j mas é seriado sim', 'kkk começou esses dias']"
1880,The best Disney Plus show so far is…,pos,The best Disney Plus show so far is…,The best Disney Plus show far,['best disney plus show']
1881,"Se entro sabato studio bioenergetica e metà anatomia , faccio abbonamento Disney plus punto",pos,"Se entro sabato studio bioenergetica e metà anatomia , faccio abbonamento Disney plus punto",Se entro sabato studio bioenergetica e met anatomia faccio abbonamento Disney plus punto,"['se entro sabato studio bioenergetica e metà anatomia', 'faccio abbonamento disney']"
1882,"RT @therightstuffna: @halfadams &amp; #NoraZehetner as John Glenn and Annie Glenn in The Right Stuff - Episode 3: Single Combat Warrior 🚀

All…",pos,@halfadams &amp; #NoraZehetner as John Glenn and Annie Glenn in Theight Stuff - Episode 3: Single Combat Warrior 🚀 All…,halfadams amp John Glenn Annie Glenn Theight Stuff Episode Single Combat Warrior All,"['john glenn', 'annie glenn', 'theight stuff', 'episode 3', 'single combat warrior 🚀 all…']"
1883,oi tudo bem? assinei a disney plus ontem pelo mercado pago e ate agora nao recebi o email com os dados para continuar cadastro @MercadoLivre,pos,oi tudo bem? assinei a disney plus ontem pelo mercado pago e ate agora nao recebi o email com os dados para continuar cadastro @MercadoLivre,oi tudo bem assinei disney plus ontem pelo mercado pago e ate agora nao recebi email com o dado para continuar cadastro MercadoLivre,"['oi tudo bem', 'ontem pelo mercado pago e', 'agora nao recebi', 'email com os dados para continuar cadastro']"
1884,watching that new monsters inc show on disney plus and omg roz's sister 😂😭,pos,watching that new monsters inc show on disney plus and omg roz's sister 😂😭,watching new monster inc show disney plus omg rozs sister,"['new monsters inc show', 'sister 😂😭']"
1885,Marvel Boss Plays Coy on Florence Pugh’s Role In Hawkeye Disney+ Show https://t.co/Yih0DaRWke,pos,Marvel Boss Plays Coy on Florence Pugh’sole In Hawkeye Disney+ Show,Marvel Boss Plays Coy Florence Pughsole In Hawkeye Disney Show,"['boss plays coy', 'florence pugh ’ sole', 'hawkeye disney', 'show']"
1886,"@halfadams &amp; #NoraZehetner as John Glenn and Annie Glenn in The Right Stuff - Episode 3: Single Combat Warrior 🚀

A… https://t.co/eO5v2i7joS",pos,@halfadams &amp; #NoraZehetner as John Glenn and Annie Glenn in Theight Stuff - Episode 3: Single Combat Warrior 🚀 A…,halfadams amp John Glenn Annie Glenn Theight Stuff Episode Single Combat Warrior A,"['john glenn', 'annie glenn', 'theight stuff', 'episode 3', 'single combat warrior 🚀 a…']"
1887,Is this guy aware it was on Disney Plus for a 30 dollar fee &amp; not free like HBO Max? https://t.co/cAGxVsIplf,pos,Is this guy aware it was on Disney Plus for a 30 dollar fee &amp; not free like HBO Max?,Is guy aware Disney Plus dollar fee amp free like HBO Max,"['disney plus', '30 dollar fee', 'hbo max']"
1888,"What happened at the end of #LOKI? Ending explained

https://t.co/tU2wbck3zZ",pos,What happened at the end of #LOKI? Ending explained,What happened end Ending explained,[]
1889,"Watching Marvel's 616 on Disney Plus, really liking @DanSlott 's method for creating Comics. I still need to read Iron Man 2020 😲",pos,"Watching Marvel's 616 on Disney Plus, really liking @DanSlott 's method for creating Comics. I still need to read Iron Man 2020 😲",Watching Marvels Disney Plus really liking DanSlott method creating Comics I still need read Iron Man,"['marvel', 'disney plus', 'iron man 2020 😲']"
1890,"Very excited to share, that my short film Going Home is coming to Disney+ very soon as part of Walt Disney Animatio… https://t.co/nurzjuK7bP",pos,"Very excited to share, that my short film Going Home is coming to Disney+ very soon as part of Walt Disney Animatio…",Very excited share short film Going Home coming Disney soon part Walt Disney Animatio,"['short film', 'home', 'disney', 'walt disney animatio…']"
1891,"The first look at Walt Disney Animation’s new selection of ‘SHORT CIRCUIT’ short films. 

The shorts will release o… https://t.co/GA9CgZII5M",pos,The first look at Walt Disney Animation’s new selection of ‘SHO CICUIT’ short films. The shorts will release o…,The first look Walt Disney Animations new selection SHO CICUIT short film The short release,"['walt disney animation ’', 'new selection', '‘ sho cicuit ’ short films', 'release o…']"
1892,someone do that thing we’re u can sync up ur disney plus and watxh a movie with me☺️☺️☺️☺️☺️😒🔥🔥🔥,pos,someone do that thing we’re u can sync up ur disney plus and watxh a movie with me☺️☺️☺️☺️☺️😒🔥🔥🔥,someone thing u sync ur disney plus watxh movie,['’ re']
1893,É que vou ter subscrever Disney plus né? 😂,pos,É que vou ter subscrever Disney plus né? 😂,que vou ter subscrever Disney plus n,['é que vou ter subscrever disney']
1894,"Am I the only one kinda upset that Iron Heart is going to be animated, while all of the other major disney plus sho… https://t.co/dHfKD5zo3A",neg,"Am I the only one kinda upset that Iron Heart is going to be animated, while all of the other major disney plus sho…",Am I one kinda upset Iron Heart going animated major disney plus sho,"['am', 'iron heart', 'other major disney']"
1895,RT @Kei_Maye: Disney plus are hiking up their prices a cheeky bit yeah?,pos,Disney plus are hiking up their prices a cheeky bit yeah?,Disney plus hiking price cheeky bit yeah,"['disney', 'cheeky bit']"
1896,Is the Christmas special going to be on Disney Plus soon perhaps.,pos,Is the Christmas special going to be on Disney Plus soon perhaps.,Is Christmas special going Disney Plus soon perhaps,"['christmas special', 'disney plus']"
1897,Disney plus are hiking up their prices a cheeky bit yeah?,pos,Disney plus are hiking up their prices a cheeky bit yeah?,Disney plus hiking price cheeky bit yeah,"['disney', 'cheeky bit']"
1898,"""Disney plàs está en Movistar plús"". D'això que en diem llatí, ni n'han sentit parlar.",pos,"""Disney plàs está en Movistar plús"". D'això que en diem llatí, ni n'han sentit parlar.",Disney pls est en Movistar pls Daix que en diem llat ni nhan sentit parlar,"['disney plàs está', 'movistar plús', 'ni n', ""' han sentit parlar""]"
1899,The real reason 'Loki' is so much better than Marvel's other Disney Plus shows https://t.co/mBU403U6Dh via @SFGate,pos,The real reason 'Loki' is so much better than Marvel's other Disney Plus shows via @SFGate,The real reason Loki much better Marvels Disney Plus show via SFGate,"['real reason', ""' loki"", 'marvel', 'other disney plus']"
1900,@c1chaos I even have Disney plus. I have no excuse.,pos,@c1chaos I even have Disney plus. I have no excuse.,cchaos I even Disney plus I excuse,['disney']
1901,@kgreifeld @Quicktake @michaelpachter @wolfejosh @CarolineHydeTV @timsteno Over 80% of $AMC float still owned by re… https://t.co/CTlPfP1L7E,pos,@kgreifeld @Quicktake @michaelpachter @wolfejosh @CarolineHydeTV @timsteno Over 80% of $AMC float still owned by re…,kgreifeld Quicktake michaelpachter wolfejosh CarolineHydeTV timsteno Over AMC float still owned,"['quicktake', '$ amc']"
1902,Disney plus w/a snack get my Kidds situated every day after school &amp; camo 😅❤️,pos,Disney plus w/a snack get my Kidds situated every day after school &amp; camo 😅❤️,Disney plus wa snack get Kidds situated every day school amp camo,"['disney', 'w/a snack', 'kidds', 'camo 😅❤️']"
1903,'Loki': todo lo que sabemos sobre la temporada 2 de la serie de Marvel para Disney+ con Tom Hiddleston… https://t.co/lgUF3tLQxC,pos,'Loki': todo lo que sabemos sobre la temporada 2 de la serie de Marvel para Disney+ con Tom Hiddleston…,Loki todo lo que sabemos sobre la temporada de la serie de Marvel para Disney con Tom Hiddleston,"[""' loki"", 'de la serie de marvel para disney', 'con tom hiddleston…']"
1904,Procuro alguém que tenha o premier access da Disney plus para amizade sincera,pos,Procuro alguém que tenha o premier access da Disney plus para amizade sincera,Procuro algum que tenha premier access da Disney plus para amizade sincera,"['procuro alguém que tenha', 'premier access da disney', 'para amizade sincera']"
1905,"@projetokpopsz oii tô dando uma dessas contas abaixo pra quem usar meu código do kwai ou do tiktok.

• picsart prem… https://t.co/RAhDAy99jc",pos,@projetokpopsz oii tô dando uma dessas contas abaixo pra quem usar meu código do kwai ou do tiktok. • picsart prem…,projetokpopsz oii dando uma dessas contas abaixo pra quem usar meu cdigo kwai ou tiktok picsart prem,"['projetokpopsz oii tô dando uma dessas contas abaixo pra quem usar meu código', 'kwai ou', '• picsart prem…']"
1906,"O cara paga Netflix, Disney plus e Amazon prime, pra chegar na hora e falar pra menina q não tem Netflix enfim a hipocrisia",pos,"O cara paga Netflix, Disney plus e Amazon prime, pra chegar na hora e falar pra menina q não tem Netflix enfim a hipocrisia",O cara paga Netflix Disney plus e Amazon prime pra chegar na hora e falar pra menina q tem Netflix enfim hipocrisia,"['o cara paga netflix', 'disney', 'e amazon prime', 'pra chegar', 'hora e falar pra menina q não tem netflix enfim']"
1907,"@follow_brasill oii tô dando uma dessas contas abaixo pra quem usar meu código do kwai ou do tiktok.

• picsart pre… https://t.co/BLyY3nWGdX",pos,@follow_brasill oii tô dando uma dessas contas abaixo pra quem usar meu código do kwai ou do tiktok. • picsart pre…,followbrasill oii dando uma dessas contas abaixo pra quem usar meu cdigo kwai ou tiktok picsart pre,"['follow_brasill oii tô dando uma dessas contas abaixo pra quem usar meu código', 'kwai ou', '• picsart pre…']"
1908,"Proposez moi des séries romantiques ou des séries Bussines svp sur Netflix, OCS, Disney plus et Amazone prime",pos,"Proposez moi des séries romantiques ou des séries Bussines svp sur Netflix, OCS, Disney plus et Amazone prime",Proposez moi de sries romantiques ou de sries Bussines svp sur Netflix OCS Disney plus et Amazone prime,"['proposez moi des séries romantiques ou des séries bussines svp sur netflix', 'disney', 'et amazone prime']"
1909,o lado maravilhoso do gatonet é que nem preciso pagar o premier access do disney plus pra assistir viúva negra mil… https://t.co/YShxzixPAN,pos,o lado maravilhoso do gatonet é que nem preciso pagar o premier access do disney plus pra assistir viúva negra mil…,lado maravilhoso gatonet que nem preciso pagar premier access disney plus pra assistir viva negra mil,"['lado maravilhoso', 'gatonet é que nem preciso pagar', 'premier access', 'pra assistir viúva negra mil…']"
1910,"🔥 Bin Disney Plus 🔥

Bin: https://t.co/HA4FcKWUBA

Date/CCV:Random
IP: USA🇺🇸

My Telegram Channel:… https://t.co/d0yJbr0bmh",pos,🔥 Bin Disney Plus 🔥 Bin: Date/CCV:andom IP: USA🇺🇸 My Telegram Channel:…,Bin Disney Plus Bin DateCCVandom IP USA My Telegram Channel,"['🔥 bin disney plus 🔥 bin', 'date/ccv:andom ip', 'usa🇺🇸 telegram channel:…']"
1911,"oh if they did an analog aesthetic in the loki show i might watch it
https://t.co/nSDMdLtFC6",pos,oh if they did an analog aesthetic in the loki show i might watch it,oh analog aesthetic loki show might watch,['loki show']
1912,"Póster oficial de #Spidey y sus Sorprendentes Amigos, la nueva serie animada para niños que tendrá a Spider-Man, Mi… https://t.co/LLFPe049N7",pos,"Póster oficial de #Spidey y sus Sorprendentes Amigos, la nueva serie animada para niños que tendrá a Spider-Man, Mi…",Pster oficial de sus Sorprendentes Amigos la nueva serie animada para nios que tendr SpiderMan Mi,"['póster oficial de y sus sorprendentes amigos', 'la nueva serie animada para niños que tendrá', 'spider-man', 'mi…']"
1913,Déluge visuel d'une précision technique époustouflante convoquant joyeusement le fantôme du Disney à l'heure d'Hats… https://t.co/NCd1O1YfQA,pos,Déluge visuel d'une précision technique époustouflante convoquant joyeusement le fantôme du Disney à l'heure d'Hats…,Dluge visuel dune prcision technique poustouflante convoquant joyeusement le fantme du Disney lheure dHats,"['déluge visuel d', ""' une précision technique époustouflante convoquant joyeusement le fantôme du disney à l"", ""' hats…""]"
1914,#Disney #MarvelsWhatIf #Cruella Disney+: Every Movie and TV Show Arriving in August 2021 https://t.co/1SmiC6UD2Z,pos,#Disney #MarvelsWhatIf #Cruella Disney+: Every Movie and TV Show Arriving in August 2021,Disney Every Movie TV Show Arriving August,"['disney', 'movie', 'tv show', 'august 2021']"
1915,i’ve seen black widow twice and i just bought it on disney plus,neg,i’ve seen black widow twice and i just bought it on disney plus,ive seen black widow twice bought disney plus,"['’ ve', 'black widow']"
1916,.@DisneyPlusCA ADD DUCKTALES SEASON 3 TO CANADIAN DISNEY PLUS NOW https://t.co/2l0xgx7jfe,pos,.@DisneyPlusCA ADD DUCKTALES SEASON 3 TO CANADIAN DISNEY PLUS NOW,DisneyPlusCA ADD DUCKTALES SEASON TO CANADIAN DISNEY PLUS NOW,"['disneyplusca add ducktales season 3', 'canadian disney plus']"
1917,Día libre : porro y Disney plus xd,pos,Día libre : porro y Disney plus xd,Da libre porro Disney plus xd,"['día libre', 'porro y disney']"
1918,"@ArieivTori como assim cara, disney plus é vida... tem muita coisa boa.. ai essa nova geração força",pos,"@ArieivTori como assim cara, disney plus é vida... tem muita coisa boa.. ai essa nova geração força",ArieivTori como assim cara disney plus vida tem muita coisa boa ai essa nova gerao forum,"['arieivtori como assim cara', 'é vida', 'tem muita coisa boa', 'essa nova geração força']"
1919,@marbleszard_ this video alone makes me want to watch luca so badly but i dont have DISNEY PLUS,neg,@marbleszard_ this video alone makes me want to watch luca so badly but i dont have DISNEY PLUS,marbleszard video alone make want watch luca badly dont DISNEY PLUS,"['marbleszard _', 'disney plus']"
1920,"#ad There is lots of exciting new content coming out on Disney Plus this summer!

What To Watch on Disney Plus Summ… https://t.co/lIWtDRZCZh",pos,#ad There is lots of exciting new content coming out on Disney Plus this summer! What To Watch on Disney Plus Summ…,There lot exciting new content coming Disney Plus summer What To Watch Disney Plus Summ,"['exciting new content', 'disney plus', 'disney plus summ…']"
1921,RT @hobby_consolas: El origen de los poderes de Ms. Marvel será muy diferente en la serie de Disney Plus: https://t.co/btptJ4zB5p https://t…,pos,El origen de los poderes de Ms. Marvel será muy diferente en la serie de Disney Plus:,El origen de los poderes de Ms Marvel ser muy diferente en la serie de Disney Plus,"['el origen de los poderes de ms. marvel será muy diferente', 'la serie de disney plus']"
1922,"Milla Jovovich’s daugher Ever Anderson made Scarlett Johansson cry in 'Black Widow'
https://t.co/WpA8a8IQlc",neg,Milla Jovovich’s daugher Ever Anderson made Scarlett Johansson cry in 'Black Widow',Milla Jovovichs daugher Ever Anderson made Scarlett Johansson cry Black Widow,"['milla jovovich ’', 'anderson made scarlett johansson cry', ""' black widow""]"
1923,"@dalley_liam @MsOcampoWrites @CocoaFox023 ZORRO! (Yeah, I know that he wasn't in the show but damn it I love this s… https://t.co/x5lcXIa6YZ",pos,"@dalley_liam @MsOcampoWrites @CocoaFox023 ZOO! (Yeah, I know that he wasn't in the show but damn it I love this s…",dalleyliam MsOcampoWrites CocoaFox ZOO Yeah I know wasnt show damn I love,['cocoafox023 zoo']
1924,@Disney hello Disney! I'm a huge fan of the plus channel and I'm another fan of a show I've been watching! It's cal… https://t.co/082yLtDL0v,pos,@Disney hello Disney! I'm a huge fan of the plus channel and I'm another fan of a show I've been watching! It's cal…,Disney hello Disney Im huge fan plus channel Im another fan show Ive watching Its cal,"['disney hello disney', 'huge fan']"
1925,"Oops! Sylvie did it again!

https://t.co/SnutQHnhZO https://t.co/nnhEcIJ4Tn",pos,Oops! Sylvie did it again!,Oops Sylvie,['sylvie']
1926,Forget Disney for Christmas. Go to @SDCAttractions.  They tell the story of the birth of a Jesus on the Sing-Along… https://t.co/w9kCJhOifB,pos,Forget Disney for Christmas. Go to @SDCAttractions. They tell the story of the birth of a Jesus on the Sing-Along…,Forget Disney Christmas Go SDCAttractions They tell story birth Jesus SingAlong,"['disney', 'christmas', 'jesus', 'sing-along…']"
1927,"@gyn_lemon Prossimamente..
""Gyn""
Su Disney plus",pos,"@gyn_lemon Prossimamente.. ""Gyn"" Su Disney plus",gynlemon Prossimamente Gyn Su Disney plus,"['gyn_lemon prossimamente', 'gyn', 'su disney']"
1928,"🔥 Bin Paramount Plus 🔥

Bin: https://t.co/5ge04TZ0sZ

Date: 08/2026
IP: Own 🏳️

My Telegram Channel:… https://t.co/CAVsXV5uKc",pos,🔥 Bin Paramount Plus 🔥 Bin: Date: 08/2026 IP: Own 🏳️ My Telegram Channel:…,Bin Paramount Plus Bin Date IP Own My Telegram Channel,"['🔥 bin paramount plus 🔥 bin', 'own 🏳️', 'telegram channel:…']"
1929,"@LaBarovier @mcalpena @HacheFilardi Creo que está en Disney Plus, al menos creo que en España está",pos,"@LaBarovier @mcalpena @HacheFilardi Creo que está en Disney Plus, al menos creo que en España está",LaBarovier mcalpena HacheFilardi Creo que est en Disney Plus al menos creo que en Espaa est,"['hachefilardi creo que está', 'disney plus', 'españa está']"
1930,RT @MimSilva_: De todos los finales de las series de Marvel en Disney Plus neta el de WandaVision es el que más me ha gustado. Tanto que le…,pos,De todos los finales de las series de Marvel en Disney Plus neta el de WandaVision es el que más me ha gustado. Tanto que le…,De todos los finale de la series de Marvel en Disney Plus neta el de WandaVision e el que m ha gustado Tanto que le,"['de todos los finales de las series de marvel', 'disney plus neta el de wandavision es el que más', 'tanto que le…']"
1931,@CutieRidley @disneyplus There's an option like that one in Latinamerica Disney Plus @disneyplusla,pos,@Cutieidley @disneyplus There's an option like that one in Latinamerica Disney Plus @disneyplusla,Cutieidley disneyplus Theres option like one Latinamerica Disney Plus disneyplusla,"['cutieidley', 'latinamerica disney plus']"
1932,"minha irmã me zoando pq assistO Disney plus, você acha que eu pago pra deixar de enfeite ? Vai toma no seu cu arrombada",pos,"minha irmã me zoando pq assistO Disney plus, você acha que eu pago pra deixar de enfeite ? Vai toma no seu cu arrombada",minha irm zoando pq assistO Disney plus voc acha que eu pago pra deixar de enfeite Vai toma seu cu arrombada,"['minha irmã', 'zoando pq assisto disney', 'você acha que eu pago pra deixar de enfeite', 'vai toma', 'seu cu arrombada']"
1933,So after years of #anastasia not being a Disney Princess they have now brought the company that made the film &amp; is… https://t.co/LxOLE3QnIh,pos,So after years of #anastasia not being a Disney Princess they have now brought the company that made the film &amp; is…,So year Disney Princess brought company made film amp,['disney princess']
1934,@disneyplus any idea when Ducktales season 3 will be put on Disney plus in Canada? 8 yr old loves Ducktales and is dying for the 3rd season.,pos,@disneyplus any idea when Ducktales season 3 will be put on Disney plus in Canada? 8 yr old loves Ducktales and is dying for the 3rd season.,disneyplus idea Ducktales season put Disney plus Canada yr old love Ducktales dying rd season,"['ducktales season 3', 'disney', 'canada', 'ducktales', '3rd season']"
1935,"STEAL!!  
     
Get 6 Months of Disney+ For $7.99!!! (retail $48!!)          
 
Step 1: Signup for 1 Month of Amazo… https://t.co/4DazNKrHT0",pos,STEAL!! Get 6 Months of Disney+ For $7.99!!! (retail $48!!) Step 1: Signup for 1 Month of Amazo…,STEAL Get Months Disney For retail Step Signup Month Amazo,"['disney', 'signup', '1 month', 'amazo…']"
1936,"@ElFinanciero_Mx Y si habrá alguien q en domingo en lugar de quedarse en casa viendo Netflix, Disney plus, salir a… https://t.co/PbgrkDp95g",pos,"@ElFinanciero_Mx Y si habrá alguien q en domingo en lugar de quedarse en casa viendo Netflix, Disney plus, salir a…",ElFinancieroMx Y si habr alguien q en domingo en lugar de quedarse en casa viendo Netflix Disney plus salir,"['elfinanciero_mx y si habrá alguien q', 'casa viendo netflix', 'disney', 'salir a…']"
1937,RT @QuidVacuo_: El futuro de Marvel Studios cambio para siempre. Todos los episodios de 'LOKI' ya disponibles en Disney Plus. https://t.co/…,pos,El futuro de Marvel Studios cambio para siempre. Todos los episodios de 'LOKI' ya disponibles en Disney Plus.,El futuro de Marvel Studios cambio para siempre Todos los episodios de LOKI ya disponibles en Disney Plus,"['el futuro de marvel studios cambio para siempre', 'todos los episodios de', 'disney plus']"
1938,@fernando_xcs Para Disney Plus puedes usar hma.,pos,@fernando_xcs Para Disney Plus puedes usar hma.,fernandoxcs Para Disney Plus puedes usar hma,['fernando_xcs para disney plus puedes usar hma']
1939,"@GerberFuchs @disneyplus schade, dass wir keinen deutschen Disney plus account in den Mentions haben. Die sollten das auch lesen",pos,"@GerberFuchs @disneyplus schade, dass wir keinen deutschen Disney plus account in den Mentions haben. Die sollten das auch lesen",GerberFuchs disneyplus schade das wir keinen deutschen Disney plus account den Mentions haben Die sollten da auch lesen,"['dass wir keinen deutschen disney', 'den mentions haben', 'die sollten das auch lesen']"
1940,“Loki 2” en Disney Plus: cuándo será estrenada la temporada 2 https://t.co/ryG6CGy3ro,pos,“Loki 2” en Disney Plus: cuándo será estrenada la temporada 2,Loki en Disney Plus cundo ser estrenada la temporada,"['loki', 'disney plus', 'cuándo será estrenada la temporada']"
1941,"Attention 🚨👀🦉🤔
#TheOwlHouse Season 2, Epos 6-10 will stream on Disney+ on Wednesday, August 18.
*This is not verifi… https://t.co/FrD3IRdTGK",pos,"Attention 🚨👀🦉🤔 #TheOwlHouse Season 2, Epos 6-10 will stream on Disney+ on Wednesday, August 18. *This is not verifi…",Attention Season Epos stream Disney Wednesday August This verifi,"['attention 🚨👀🦉🤔 season', 'epos 6-10', 'disney', 'wednesday', 'august 18']"
1942,"RT @hearusouttube: Well done Disney Plus! From #mandolorian to #WandaVision they have been on a roll. 
Now #Loki has finished we give it a…",pos,Well done Disney Plus! From #mandolorian to #WandaVision they have been on a roll. Now #Loki has finished we give it a…,Well done Disney Plus From roll Now finished give,['disney plus']
1943,Os episódios 6 a 10 da 2ª temporada de The Owl House estarão disponíveis no Disney Plus norteamericano em 18 de ago… https://t.co/ECGBHp3FaG,pos,Os episódios 6 a 10 da 2ª temporada de The Owl House estarão disponíveis no Disney Plus norteamericano em 18 de ago…,Os episdios da temporada de The Owl House estaro disponveis Disney Plus norteamericano em de ago,"['10 da 2ª temporada de', 'owl house estarão disponíveis', 'disney plus norteamericano']"
1944,eu gosto de estudar mas minha maior vocação é ficar deitada mexendo o tt ou assistindo Disney plus,pos,eu gosto de estudar mas minha maior vocação é ficar deitada mexendo o tt ou assistindo Disney plus,eu gosto de estudar ma minha maior vocao ficar deitada mexendo tt ou assistindo Disney plus,"['eu gosto de estudar mas minha maior vocação é ficar deitada mexendo', 'tt ou assistindo disney']"
1945,… does anyone want to explain the math of a Disney Plus release to him? https://t.co/jtHSj6W4SS,pos,… does anyone want to explain the math of a Disney Plus release to him?,anyone want explain math Disney Plus release,['disney plus release']
1946,"RT @narutokage8: I want to see the movie #BlackWidow but i can’t go to the movies and I don’t have Disney plus 🥲
#Marvel https://t.co/E2hSv…",pos,I want to see the movie #BlackWidow but i can’t go to the movies and I don’t have Disney plus 🥲 #Marvel,I want see movie cant go movie I dont Disney plus,"['’ t', '’ t', 'disney']"
